Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout],timeout
(0s; 0.004],90.8433734939759,5.0602409638554215,4.096385542168675,0.0,0.0
(0.004s; 1],74.32024169184291,12.688821752265861,12.990936555891238,0.0,0.0
(1s; 10],20.0,28.235294117647058,49.411764705882355,2.3529411764705883,0.0
(10; timeout],24.561403508771928,49.122807017543856,26.31578947368421,0.0,0.0
timeout,60.0,20.0,0.0,20.0,0.0
