Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout=15min],timeout
(0s; 0.004],76.21621621621621,20.36036036036036,0.0,1.2612612612612613,2.1621621621621623
(0.004s; 1],1.7193566278424846,92.23516361619522,0.6100942872989462,4.270660011092623,1.1647254575707155
(1s; 10],0.0,15.122873345935728,68.62003780718337,8.88468809073724,7.372400756143667
(10; timeout=15min],0.0,13.07471264367816,27.155172413793103,44.396551724137936,15.373563218390803
timeout,0.0,8.108108108108109,0.0,5.405405405405405,86.48648648648648
