Actual,0s to 1s,1s to 10s,$>$ 10s
0s to 1s,23.037759864234193,76.70767925328808,0.2545608824777259
1s to 10s,0.1890359168241966,50.661625708884685,49.14933837429111
$>$ 10s,0.2728512960436562,58.93587994542974,40.791268758526606
