id,vec
http://lsq.aksw.org/88,[32767, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-uFC3wDkLQrVsjB5TnJggZPUv-3SKDLPlN7UxGr8upL0,[0.5, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-SuRpVwsIGtWuNn-SlmaA_oAcp5mej6U1yrG64kZDRZY,[2.5, 2.0, 2.0, 2.0, 9.0, 14.5, 2.5, 2.5, 2.5, 2.5]
http://lsq.aksw.org/additionalWikidata20157,[0.5, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-RRxMsjIJF_8TrHdSbdkUXEBz1-UgIIwinZQEnoINEhU,[7.5, 7.0, 7.5, 7.5, 6.5, 16.0, 7.5, 7.5, 7.5, 7.5]
http://lsq.aksw.org/lsqQuery-afazybf_P1nMnBZuyEdjRPt3KlNhIbZ8smdPjw7vm1s,[7.5, 7.5, 6.5, 6.5, 9.0, 14.5, 7.0, 7.0, 7.0, 7.0]
http://lsq.aksw.org/lsqQuery-29zo6y5cXFY0rBzV35mYJU4XdkR2qFbdjx199PX7QvE,[0.5, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-Y4GXZYjE7H9G1ziO_PV6LO3n8xieV2aN5wfgKpGhbscLiteralModification,[0.5, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-W_o91lCtGJbQWWABWqb1sTlbxq1eF9tZOoV9diz7McM,[0.5, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.0, 0.0]
http://lsq.aksw.org/934,[2.5, 2.5, 2.0, 2.0, 9.0, 15.5, 2.5, 2.5, 2.5, 2.5]
http://lsq.aksw.org/lsqQuery-YXjwo2RM5HJ11hgt-5eZaI2x_cJjJvNXIsEThezy4aY,[1.0, 1.5, 1.0, 1.0, 9.0, 15.0, 1.5, 1.5, 1.5, 1.5]
http://lsq.aksw.org/lsqQuery-6Y5g4YSf6Fn7BjrAVxO-70YMpEekYIVpRNw4aLdq9oQLiteralModification,[0.5, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-xuPfpx0J3ch96jCU6SU2vg4G6ew4REafZnV3XNLMcl4,[2.5, 2.0, 2.0, 2.0, 9.0, 14.5, 2.5, 2.5, 2.5, 2.5]
http://lsq.aksw.org/lsqQuery-F8cNEtBRjqRL6H1eUVbw_pL9UJnbCCh1loFOLmupAzg,[1.5, 1.0, 1.0, 1.0, 9.0, 16.0, 1.5, 1.5, 1.5, 1.5]
http://lsq.aksw.org/lsqQuery-D0XuUKRAg57jC_lLcd7oKCx5bbbbKVzMNRMKqA_f0wM,[0.5, 0.5, 1.5, 1.5, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-96y8xSOezvF1by2xd4TjFt0z2HdJ94bCrrUcO_Qrk8M,[0.5, 0.5, 1.0, 1.0, 9.5, 15.5, 0.5, 0.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-bDCkXOFy3scWpr_QxiSqUmcMRQrWJlmUfkRsDtx_ZoY,[1.5, 1.0, 1.0, 1.0, 8.5, 16.0, 1.5, 1.5, 1.5, 1.5]
http://lsq.aksw.org/lsqQuery-6DQqItq0mIyzB1SJWQBjJj5bMkyYiOimaw13wNGi0Ms,[6.0, 6.0, 5.5, 5.5, 8.0, 14.5, 6.0, 6.0, 6.0, 6.0]
