Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout],timeout
(0s; 0.004],70.18158649251353,20.802803440586175,0.22300095571838166,5.097164702134438,3.695444409047467
(0.004s; 1],25.048770971517754,43.815840811548966,3.4334763948497855,18.845103394459617,8.856808427623879
(1s; 10],2.0100502512562812,10.050251256281408,15.07537688442211,55.27638190954774,17.587939698492463
(10; timeout],2.4390243902439024,6.097560975609756,0.6097560975609756,82.3170731707317,8.536585365853659
timeout,0.0,9.523809523809524,0.0,28.57142857142857,61.904761904761905
