id,vec
http://lsq.aksw.org/lsqQuery-cMojQbi34ctqDoviho49bVL_P2xsXJnqi1VerbntliQ,[32767, 0.5, 0.5, 5.0, 5.0, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.0, 0.5, 0.5, 5.0, 0.5, 0.5, 1.5, 1.5, 3.0, 5.0, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-fCyu4WsbtbD8ISzBNUiBYWqwSzAsu0VQcPj0-uKgjcMLIMIT,[5.0, 5.5, 5.5, 0.5, 0.0, 4.5, 5.5, 5.5, 5.0, 5.5, 5.0, 5.5, 5.5, 4.0, 5.5, 5.5, 0.0, 5.5, 5.5, 4.5, 4.5, 5.5, 0.5, 5.5, 5.0]
http://lsq.aksw.org/lsqQuery-HyyXZkhGvOBg4VUpKu03F7BSqZ3ATVySZdsL45BAVyE,[0.0, 0.5, 0.5, 5.0, 5.0, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.0, 0.5, 0.5, 5.0, 0.5, 0.5, 1.5, 1.5, 3.0, 5.0, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-S0g2dVkDVwtyR7_njnFmb8Kx-DTQqhjLMql1kcQZ7uA,[4.0, 4.0, 4.0, 5.0, 5.0, 3.5, 4.0, 4.0, 3.5, 4.0, 5.0, 3.5, 4.0, 3.0, 3.5, 4.0, 5.0, 4.0, 4.0, 3.5, 3.5, 4.0, 5.0, 4.0, 4.0]
http://lsq.aksw.org/lsqQuery-BUjznweAPS_rzY7LpYNliGYy9a9iADIfH1N5lEMLV2g,[0.5, 0.5, 0.5, 5.5, 5.5, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.5, 1.5, 1.5, 3.0, 5.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-vEdLsNMI32TlZDqs2V4i_6ioavxUyN3iGv49C3N7mgQLIMIT,[5.0, 5.5, 5.5, 0.0, 0.5, 4.5, 5.5, 5.5, 5.0, 5.5, 5.0, 5.5, 5.5, 4.0, 5.5, 5.5, 0.5, 5.5, 5.5, 4.5, 4.5, 5.5, 0.0, 5.5, 5.0]
http://lsq.aksw.org/lsqQuery-Wo4dRPT6il1TixgbOZYn382gj-XTZWnC80QYqliUv08LIMIT,[0.5, 0.5, 0.5, 5.5, 5.5, 1.0, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.5, 1.0, 1.0, 3.0, 5.5, 0.0, 0.5]
http://lsq.aksw.org/lsqQuery-LkYm4nS4_OuZGJqOpnQs6ZU21pmvoZDISGskGnI4oGM,[1.5, 1.5, 1.5, 4.5, 4.5, 0.0, 2.5, 3.0, 1.0, 2.5, 5.5, 1.5, 1.5, 2.0, 1.5, 1.5, 4.5, 1.5, 1.5, 0.0, 0.0, 2.5, 4.5, 1.0, 1.5]
http://lsq.aksw.org/lsqQuery-v0sW_nfX1as-cx-U1k7nmNW2C2cQs6GqG83HRIf6-pM,[8.0, 8.0, 8.0, 5.5, 5.5, 7.5, 8.5, 8.0, 7.5, 8.5, 7.0, 8.0, 8.0, 7.0, 8.0, 8.0, 5.5, 8.0, 8.0, 7.5, 7.5, 8.5, 5.5, 8.0, 8.0]
http://lsq.aksw.org/lsqQuery-GWBhv3dSWe2J4DLEv5IPfytsOPiu6bVPRWF1Pj1-z84LIMIT,[5.0, 5.5, 5.5, 0.5, 0.0, 4.5, 5.5, 5.5, 5.0, 5.5, 5.0, 5.5, 5.5, 4.0, 5.5, 5.5, 0.0, 5.5, 5.5, 4.5, 4.5, 5.5, 0.5, 5.5, 5.0]
http://lsq.aksw.org/lsqQuery-Jnmc9oXXP4SECaiFpd0BY_EVCvFvOkw4VgK6_tEZ7rc,[6.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.5, 6.0, 6.0, 6.5, 5.5, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 6.0, 5.0, 5.0, 6.5, 5.0, 5.0, 6.0]
http://lsq.aksw.org/lsqQuery-FDksTGnEjlnxbB55CLHTVsV6phBJduFUGyazREbgKcE,[0.5, 0.5, 0.5, 5.5, 5.5, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.5, 1.5, 1.5, 3.0, 5.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-NGPZI0XnrR8CEdHEGkjENe20ihHSHf6FebSLZLFrxMY,[3.0, 3.0, 3.0, 5.0, 5.0, 2.5, 2.0, 3.0, 2.5, 2.0, 6.0, 3.0, 3.0, 2.5, 3.0, 3.0, 5.0, 3.0, 3.0, 2.5, 2.5, 2.0, 5.0, 3.0, 2.5]
http://lsq.aksw.org/lsqQuery-rj0z2ocFzi6HYNTXxHMZdbkSiR2gnRfbhEgZNL4nJKwLIMIT,[0.5, 0.5, 0.5, 5.5, 5.5, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.5, 1.5, 1.5, 3.0, 5.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-4Tn1PyfGaCv1ktQTYeNrzlz4eqqs64lc1__i5sUrYq8,[0.0, 0.5, 0.5, 5.0, 5.0, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.0, 0.5, 0.5, 5.0, 0.5, 0.5, 1.5, 1.5, 3.0, 5.0, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-YKT2QR6SyL57-6ZhMh7ZkE4S_CXJm9Np2lsu2JrF_oE,[0.5, 0.5, 0.0, 5.5, 5.5, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.5, 1.5, 1.5, 3.0, 5.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-pXIjEFOXvcKZRMhoOYC3lcjQj_FUYw0cwjBOUjyD9tY,[4.5, 4.5, 4.5, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.5, 4.5, 4.5, 3.5, 4.5, 4.5, 5.0, 4.5, 4.5, 4.0, 4.0, 4.0, 5.0, 4.5, 4.5]
http://lsq.aksw.org/lsqQuery-OV6q74O0CN33Mw8dDBsRKkFjE9wRn9WJz-TTYqmOZAwLIMIT,[5.0, 5.5, 5.5, 0.5, 0.0, 4.5, 5.5, 5.5, 5.0, 5.5, 5.0, 5.5, 5.5, 4.0, 5.5, 5.5, 0.0, 5.5, 5.5, 4.5, 4.5, 5.5, 0.5, 5.5, 5.0]
http://lsq.aksw.org/lsqQuery-D8-HbQKSZEee2xeknuDF5HiyRFr1b4X4B2TeYfynjBo,[1.5, 1.5, 1.5, 4.5, 4.5, 0.0, 2.5, 3.0, 1.0, 2.5, 5.5, 1.5, 1.5, 2.0, 1.5, 1.5, 4.5, 1.5, 1.5, 0.0, 0.0, 2.5, 4.5, 1.0, 1.5]
http://lsq.aksw.org/lsqQuery-C3S0mtLkuawmj6Uc_JR3o9BkbBEWvy9HGoHbtJ6oLRsLIMIT,[0.5, 0.5, 0.5, 5.0, 5.0, 1.0, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.0, 0.5, 0.5, 1.0, 1.0, 3.0, 5.0, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-PocGQD1GQj3FtNZ5IBhlRQQB5AAHLJVFyairgxDwzC4LIMIT,[1.0, 1.5, 1.5, 4.0, 4.0, 1.0, 2.5, 3.0, 1.0, 2.5, 5.5, 1.5, 1.5, 1.5, 1.5, 1.5, 4.0, 1.5, 1.5, 1.0, 1.0, 2.5, 4.0, 1.5, 1.0]
http://lsq.aksw.org/lsqQuery-ctH3WsZ-xS2OR-4ZCsZEg5WqkBdDZ--XtXJxXMGHog0LIMIT,[2.5, 2.5, 2.5, 4.0, 4.0, 1.5, 2.5, 2.5, 2.0, 2.5, 5.5, 2.5, 2.5, 1.5, 2.5, 2.5, 4.0, 2.5, 2.5, 1.5, 1.5, 2.5, 4.0, 2.0, 2.0]
http://lsq.aksw.org/lsqQuery-mcOV190iN4r8grFRF9jQb1WtiZi2b6hZU74c4TM61EU,[5.5, 5.5, 5.5, 4.5, 4.5, 5.5, 6.0, 6.0, 5.5, 6.0, 3.0, 5.0, 5.5, 5.0, 5.0, 5.5, 4.5, 5.5, 5.5, 5.5, 5.5, 6.0, 4.5, 5.5, 5.5]
http://lsq.aksw.org/lsqQuery-iJnuIjb3_Wf3j2NuLgp4s_RAqjTsgYy3rybHfPpT_LkLIMIT,[5.0, 5.5, 5.5, 0.5, 0.0, 4.5, 5.5, 5.5, 5.0, 5.5, 5.0, 5.5, 5.5, 4.0, 5.5, 5.5, 0.0, 5.5, 5.5, 4.5, 4.5, 5.5, 0.5, 5.5, 5.0]
http://lsq.aksw.org/lsqQuery-dHnl_1PGSiFVB_9cJyut02OanmOHlFogGs4LNMMvJnQLIMIT,[0.5, 0.5, 0.5, 5.5, 5.5, 1.0, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.5, 1.0, 1.0, 3.0, 5.5, 0.0, 0.5]
http://lsq.aksw.org/lsqQuery-qnZu6j3NzAf4u0qkR7HtHZE2OAyyLFSc_RUxp9-M47ILIMIT,[0.5, 0.5, 0.5, 5.5, 5.5, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.5, 1.5, 1.5, 3.0, 5.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-m7k7JeColTwJOgdCesnKDIN-elzgQ_zx7Zddchb48aYLIMIT,[5.0, 5.5, 5.5, 0.5, 0.0, 4.5, 5.5, 5.5, 5.0, 5.5, 5.0, 5.5, 5.5, 4.0, 5.5, 5.5, 0.0, 5.5, 5.5, 4.5, 4.5, 5.5, 0.5, 5.5, 5.0]
http://lsq.aksw.org/lsqQuery-1Wyp-SlenodQoszZBctnD4rGTrXazeAvKlXuyy4wWzc,[0.5, 0.0, 0.5, 5.5, 5.5, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.5, 0.5, 0.5, 5.5, 0.5, 0.0, 1.5, 1.5, 3.0, 5.5, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-St4XqXfNgbN_tHVqnR4Q8bbiDmL0xscffgpgsVwNM4o,[1.5, 1.5, 1.5, 4.5, 4.5, 1.0, 2.5, 3.0, 1.0, 2.5, 5.5, 1.5, 1.5, 2.0, 1.5, 1.5, 4.5, 1.5, 1.5, 1.0, 1.0, 2.5, 4.5, 1.5, 1.0]
http://lsq.aksw.org/lsqQuery-E4zpgXRUta0LEy7EdDIBQ4GgA6IPVhaV3Njto1kgiF8LIMIT,[3.0, 3.0, 3.0, 5.5, 5.5, 2.5, 3.0, 3.0, 2.5, 3.0, 5.5, 3.0, 3.0, 2.5, 3.0, 3.0, 5.5, 3.0, 3.0, 2.5, 2.5, 3.0, 5.5, 3.0, 3.0]
http://lsq.aksw.org/lsqQuery-iHuZszhhXH5jsJ-GO83WSCC7RDBkgcXIGKsh5ZaMyO0,[2.0, 2.5, 2.5, 3.5, 3.5, 2.0, 2.5, 2.5, 2.0, 2.5, 5.5, 2.5, 2.5, 1.0, 2.5, 2.5, 3.5, 2.5, 2.5, 2.0, 2.0, 2.5, 3.5, 2.5, 2.0]
http://lsq.aksw.org/lsqQuery-KKLtMJuu2Tdu9_6SszldpbK-OFaP_dvUvhxAQHqU0NI,[0.0, 0.5, 0.5, 5.0, 5.0, 1.5, 3.0, 3.0, 1.5, 3.0, 6.0, 0.5, 0.5, 2.0, 0.5, 0.5, 5.0, 0.5, 0.5, 1.5, 1.5, 3.0, 5.0, 0.5, 0.5]
http://lsq.aksw.org/lsqQuery-0HCqw72-2Lu-VR5yABSkLrT9Jikug6tbmNIIlJ5Yv6k,[1.5, 1.5, 1.5, 4.5, 4.5, 0.0, 2.5, 3.0, 1.0, 2.5, 5.5, 1.5, 1.5, 2.0, 1.5, 1.5, 4.5, 1.5, 1.5, 0.0, 0.0, 2.5, 4.5, 1.0, 1.5]
http://lsq.aksw.org/lsqQuery-HTEzDQkbwSqOsI63PiLQFDPpmFDPYgeVUYvRwInd2wALIMIT,[3.0, 3.0, 3.0, 5.5, 5.5, 3.0, 3.0, 2.0, 3.0, 3.0, 5.0, 2.5, 3.0, 2.5, 2.5, 3.0, 5.5, 3.0, 3.0, 3.0, 3.0, 3.0, 5.5, 3.0, 3.5]
