Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout],timeout
(0s; 0.004],25.783132530120483,49.87951807228916,12.530120481927712,6.746987951807229,5.0602409638554215
(0.004s; 1],8.774583963691377,41.14977307110439,21.18003025718608,14.977307110438728,13.918305597579424
(1s; 10],0.0,15.294117647058824,38.82352941176471,29.411764705882355,16.470588235294116
(10; timeout],0.0,14.285714285714285,44.642857142857146,16.071428571428573,25.0
timeout,0.0,16.666666666666664,0.0,0.0,83.33333333333334
