Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout=15min],timeout
(0s; 0.004],84.4311377245509,12.77445109780439,0.0,1.3972055888223553,1.3972055888223553
(0.004s; 1],25.0,70.16129032258065,0.0,0.8064516129032258,4.032258064516129
(1s; 10],0.0,55.55555555555556,0.0,0.0,44.44444444444444
(10; timeout=15min],0.0,90.0,0.0,0.0,10.0
timeout,0.0,0.0,0.0,0.0,100.0
