Actual,0s to 1s,1s to 10s,$>$ 10s
0s to 1s,86.38676844783714,3.859202714164546,9.754028837998304
1s to 10s,3.5916824196597354,89.03591682419659,7.372400756143667
$>$ 10s,4.092769440654844,36.15279672578445,59.754433833560704
