queryID,triple,bgp,join,leftjoin,union,filter,graph,extend,minus,path*,pathN*,path+,pathN+,path?,notoneof,tolist,order,project,distinct,reduced,multi,top,group,assign,sequence,slice,treesize,execTime,
http://lsq.aksw.org/88,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.203295042117437,
http://lsq.aksw.org/lsqQuery-uFC3wDkLQrVsjB5TnJggZPUv-3SKDLPlN7UxGr8upL0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0030076255400975,
http://lsq.aksw.org/lsqQuery-SuRpVwsIGtWuNn-SlmaA_oAcp5mej6U1yrG64kZDRZY,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2269253929456074,
http://lsq.aksw.org/additionalWikidata20157,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0031287074089049,
http://lsq.aksw.org/lsqQuery-RRxMsjIJF_8TrHdSbdkUXEBz1-UgIIwinZQEnoINEhU,6.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0055153022209803,
http://lsq.aksw.org/lsqQuery-afazybf_P1nMnBZuyEdjRPt3KlNhIbZ8smdPjw7vm1s,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0048088282346725,
http://lsq.aksw.org/lsqQuery-29zo6y5cXFY0rBzV35mYJU4XdkR2qFbdjx199PX7QvE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0030337721109389,
http://lsq.aksw.org/lsqQuery-Y4GXZYjE7H9G1ziO_PV6LO3n8xieV2aN5wfgKpGhbscLiteralModification,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0024975356645881,
http://lsq.aksw.org/lsqQuery-W_o91lCtGJbQWWABWqb1sTlbxq1eF9tZOoV9diz7McM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0031881084044774,
http://lsq.aksw.org/934,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.10810204905768,
http://lsq.aksw.org/lsqQuery-YXjwo2RM5HJ11hgt-5eZaI2x_cJjJvNXIsEThezy4aY,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.37483208378156,
http://lsq.aksw.org/lsqQuery-6Y5g4YSf6Fn7BjrAVxO-70YMpEekYIVpRNw4aLdq9oQLiteralModification,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0025799973518587,
http://lsq.aksw.org/lsqQuery-xuPfpx0J3ch96jCU6SU2vg4G6ew4REafZnV3XNLMcl4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0495356619358062,
http://lsq.aksw.org/lsqQuery-F8cNEtBRjqRL6H1eUVbw_pL9UJnbCCh1loFOLmupAzg,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0045959750811258,
http://lsq.aksw.org/lsqQuery-D0XuUKRAg57jC_lLcd7oKCx5bbbbKVzMNRMKqA_f0wM,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0036156624555587,
http://lsq.aksw.org/lsqQuery-96y8xSOezvF1by2xd4TjFt0z2HdJ94bCrrUcO_Qrk8M,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.009624995291233,
http://lsq.aksw.org/lsqQuery-bDCkXOFy3scWpr_QxiSqUmcMRQrWJlmUfkRsDtx_ZoY,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.15185579160849,
http://lsq.aksw.org/lsqQuery-6DQqItq0mIyzB1SJWQBjJj5bMkyYiOimaw13wNGi0Ms,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0033710598945617,
http://lsq.aksw.org/lsqQuery--63PDug7PLG7W97Ytn_veQGqNNXTsBfql-8--fI9CRMLiteralModification,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0027893443281451,
http://lsq.aksw.org/lsqQuery-k2maMjQCo-4RXTyrICuEGU8N0c6l4ZYCkXZNFgj3BsA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0031927873690922,
http://lsq.aksw.org/lsqQuery-MtGx6JJrZKZGQA89qbUTLeRJbYNG-uTjNsXbORLHeqMLiteralModification,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0028414593349831,
http://lsq.aksw.org/lsqQuery-N_zpQma8t0tSULFd1w_iroD9HQp6AHMOYJmvfulPvE0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0030374775330225,
http://lsq.aksw.org/lsqQuery-UEI19xs_DhazVlT9ImEmYFyzCsQFlLFHd5_2fpaq29A,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0090567419926324,
http://lsq.aksw.org/lsqQuery-Nt34qjum3FONv6i4J6qQ08je7Um5JY2cs5sLqb_I-8U,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0033393303553262,
http://lsq.aksw.org/lsqQuery-BeJPhbpzYVsGCK8g3vHrJOKrVVXV23_ZpvTNZ4lIQaA,12.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0137933840354283,
http://lsq.aksw.org/lsqQuery-CjsLkUv2lrY0folU2_qXLKvnRDZcjZWEq5dvPFnhNNY,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0089992160598436,
http://lsq.aksw.org/lsqQuery-WigOCU1YWnktSOZmeoLgiRHP2wRVjq266WuSreOfXRc,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0110310850044091,
http://lsq.aksw.org/lsqQuery-yslJg2P_mVFXIElXUqsKLiRP78b-Isys7CKdiHA6zy8,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0032033771276473,
http://lsq.aksw.org/lsqQuery-3ERoEvSEaoZldoHcq_qNkOExMCi02R5WFt1JMBn1roU,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0060438116391499,
