Actual,0s to 1s,1s to 10s,$>$ 10s
0s to 1s,90.4363974001857,9.563602599814299,0.0
1s to 10s,48.23529411764706,49.411764705882355,2.3529411764705883
$>$ 10s,74.19354838709677,24.193548387096776,1.6129032258064515
