Actual,0s to 1s,1s to 10s,$>$ 10s
0s to 1s,99.62756052141528,0.37243947858473,0.0
1s to 10s,100.0,0.0,0.0
$>$ 10s,91.66666666666666,0.0,8.333333333333332
