Actual,0s to 1s,1s to 10s,$>$ 10s
0s to 1s,99.35004642525533,0.3714020427112349,0.2785515320334262
1s to 10s,83.52941176470588,16.470588235294116,0.0
$>$ 10s,77.41935483870968,12.903225806451612,9.67741935483871
