Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout],timeout
(0s; 0.004],29.585987261146496,69.7452229299363,0.5732484076433121,0.09554140127388536,0.0
(0.004s; 1],4.875195007800312,93.25273010920438,0.9750390015600624,0.8970358814352575,0.0
(1s; 10],0.0,82.41206030150754,11.055276381909549,6.532663316582915,0.0
(10; timeout],0.0,42.68292682926829,17.073170731707318,40.243902439024396,0.0
timeout,0.0,42.857142857142854,9.523809523809524,47.61904761904761,0.0
