Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout=15min],timeout
(0s; 0.004],40.0,38.1981981981982,21.8018018018018,0.0,0.0
(0.004s; 1],0.9988901220865706,5.049944506104328,93.61820199778025,0.3329633740288568,0.0
(1s; 10],0.0,0.1890359168241966,50.661625708884685,49.14933837429111,0.0
(10; timeout=15min],0.0,0.28735632183908044,57.758620689655174,41.95402298850575,0.0
timeout,0.0,0.0,81.08108108108108,18.91891891891892,0.0
