Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout],timeout
(0s; 0.004],2.1621621621621623,97.65765765765767,0.0,0.18018018018018017,0.0
(0.004s; 1],0.11098779134295228,95.44950055493896,3.218645948945616,1.2208657047724751,0.0
(1s; 10],0.0,4.725897920604915,35.34971644612476,59.92438563327032,0.0
(10; timeout],0.0,9.913793103448276,15.373563218390803,74.71264367816092,0.0
timeout,0.0,16.216216216216218,37.83783783783784,40.54054054054054,5.405405405405405
