Actual,(0s; 0.004],(0.004s; 1],(1s; 10],(10; timeout],timeout
(0s; 0.004],2.3952095808383236,97.60479041916167,0.0,0.0,0.0
(0.004s; 1],1.6129032258064515,98.38709677419355,0.0,0.0,0.0
(1s; 10],0.0,100.0,0.0,0.0,0.0
(10; timeout],0.0,100.0,0.0,0.0,0.0
timeout,0.0,100.0,0.0,0.0,0.0
