Actual,0s to 1s,1s to 10s,$>$ 10s
0s to 1s,96.5634280865507,2.460755197284684,0.975816716164616
1s to 10s,4.725897920604915,35.34971644612476,59.92438563327032
$>$ 10s,10.231923601637108,16.5075034106412,73.2605729877217
