Actual,0s to 1s,1s to 10s,$>$ 10s
0s to 1s,91.8918918918919,6.081081081081082,2.027027027027027
1s to 10s,0.0,71.42857142857143,28.57142857142857
$>$ 10s,0.0,0.0,100.0
