val_loss,val_f1,train_f1,ppf1,train_loss,input_d,num_class,batch_size,val_f1_lst,ppNvalf1,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8670918067296346,0.6596297155506944,0.45282596075419246,0,0.9612635138422944,485,3,256,[0.6596297155506944],0.6596297155506944,1715246062,checkpoint_000000,True,False,1,63b12_00000,2024-05-09_09-14-28,3062.8458335399628,3062.8458335399628,16416,9c2dbe6f44ae,10.14.0.3,3062.8458335399628,1
0.8199063301086426,0.6872894692074859,0.680215596966526,0,0.8734303352444671,485,3,256,"[0.6596297155506944, 0.6872894692074859]",0.6872894692074859,1715247812,checkpoint_000001,True,False,2,63b12_00000,2024-05-09_09-43-36,1748.059953212738,4810.905786752701,16416,9c2dbe6f44ae,10.14.0.3,4810.905786752701,2
0.8016372442245483,0.6952204080408213,0.6883909191415106,0,0.8317972338476847,485,3,256,"[0.6596297155506944, 0.6872894692074859, 0.6952204080408213]",0.6952204080408213,1715249333,checkpoint_000002,True,False,3,63b12_00000,2024-05-09_10-08-57,1520.0538928508759,6330.959679603577,16416,9c2dbe6f44ae,10.14.0.3,6330.959679603577,3
0.7851453105608622,0.7143891690716718,0.7067158311501778,0,0.8104393801023794,485,3,256,"[0.6596297155506944, 0.6872894692074859, 0.6952204080408213, 0.7143891690716718]",0.7143891690716718,1715250782,checkpoint_000003,True,False,4,63b12_00000,2024-05-09_10-33-06,1447.7893579006195,7778.749037504196,16416,9c2dbe6f44ae,10.14.0.3,7778.749037504196,4
0.7736733476320903,0.7011270639817119,0.7022540669020839,0,0.7991577123486718,485,3,256,"[0.6596297155506944, 0.6872894692074859, 0.6952204080408213, 0.7143891690716718, 0.7011270639817119]",0.7011270639817119,1715252212,checkpoint_000004,True,False,5,63b12_00000,2024-05-09_10-56-55,1429.1887521743774,9207.937789678574,16416,9c2dbe6f44ae,10.14.0.3,9207.937789678574,5
0.7706978480021159,0.7087209828336004,0.7069548842344112,0,0.7887106676434361,485,3,256,"[0.6872894692074859, 0.6952204080408213, 0.7143891690716718, 0.7011270639817119, 0.7087209828336004]",0.7087209828336004,1715253614,checkpoint_000005,True,False,6,63b12_00000,2024-05-09_11-20-17,1401.642659664154,10609.580449342728,16416,9c2dbe6f44ae,10.14.0.3,10609.580449342728,6
0.7702991167704264,0.7083594414309824,0.7119336833413572,0,0.7823027289190958,485,3,256,"[0.6952204080408213, 0.7143891690716718, 0.7011270639817119, 0.7087209828336004, 0.7083594414309824]",0.7083594414309824,1715254970,checkpoint_000006,True,False,7,63b12_00000,2024-05-09_11-42-53,1355.4520304203033,11965.032479763031,16416,9c2dbe6f44ae,10.14.0.3,11965.032479763031,7
0.7574421683947246,0.7224250183727492,0.7171344608275266,0,0.7773439191108527,485,3,256,"[0.7143891690716718, 0.7011270639817119, 0.7087209828336004, 0.7083594414309824, 0.7224250183727492]",0.7224250183727492,1715256340,checkpoint_000007,True,False,8,63b12_00000,2024-05-09_12-05-43,1368.649827003479,13333.68230676651,16416,9c2dbe6f44ae,10.14.0.3,13333.68230676651,8
0.7567162036895752,0.7254991993442146,0.7199145056354905,0,0.7730526217194491,485,3,256,"[0.7011270639817119, 0.7087209828336004, 0.7083594414309824, 0.7224250183727492, 0.7254991993442146]",0.7254991993442146,1715257735,checkpoint_000008,True,False,9,63b12_00000,2024-05-09_12-28-58,1394.3574154376984,14728.039722204208,16416,9c2dbe6f44ae,10.14.0.3,14728.039722204208,9
0.7562216281890869,0.7066859272802273,0.7266879451767092,0,0.7683103763779928,485,3,256,"[0.7087209828336004, 0.7083594414309824, 0.7224250183727492, 0.7254991993442146, 0.7066859272802273]",0.7066859272802273,1715259142,checkpoint_000009,True,True,10,63b12_00000,2024-05-09_12-52-25,1406.3338420391083,16134.373564243317,16416,9c2dbe6f44ae,10.14.0.3,16134.373564243317,10
